,Unnamed: 0,id,title,desc,authors,categories,averageRating,maturityRating,publishedDate,pageCount
1128,1128,9vslAQAAIAAJ,The Odyssey,The ten year's adventures of Ulysses during his return journey from Troy.,['Homer'],"['Epic poetry, Greek']",5.0,NOT_MATURE,1991,394
1129,1129,ORyo8qAA-CQC,The Odyssey of Homer,"Homer's epic chronicle of the Greek hero Odysseus' journey home from the Trojan War has inspired writers from Virgil to James Joyce. Odysseus survives storm and shipwreck, the cave of the Cyclops and the isle of Circe, the lure of the Sirens' song and a trip to the Underworld, only to find his most difficult challenge at home, where treacherous suitors seek to steal his kingdom and his loyal wife, Penelope. Favorite of the gods, Odysseus embodies the energy, intellect, and resourcefulness that were of highest value to the ancients and that remain ideals in out time. In this new verse translation, Allen Mandelbaum--celebrated poet and translator of Virgil's Aeneid and Dante's Divine Comedy --realizes the power and beauty of the original Greek verse and demonstrates why the epic tale of The Odyssey has captured the human imagination for nearly three thousand years.",['Homer'],['Fiction'],4.5,NOT_MATURE,2005-12-06,560
1130,1130,9S1yAAAAIAAJ,The Odyssey of Homer,Presents the story of Odysseus' return from the Trojan War to his homeland in a modern English translation.,['Homer'],['Fiction'],3.0,NOT_MATURE,2007-06-26,400
1131,1131,EC9coOuym-kC,The Odyssey,"Translated into dactylic hexameter, this edition of the Odyssey recaptures the oral-formulaic experience as never before",['Homer'],['History'],3.5,NOT_MATURE,2002,421
1149,1149,owynCwAAQBAJ,Aeneid 1,"This book is part of a series of individual volumes covering Books 1-6 of Vergil's Aeneid. Each book includes an introduction, notes, bibliography, commentary and glossary, and is edited by an Vergil scholar. This is Book One in the series.",['Vergil'],['Foreign Language Study'],3.5,NOT_MATURE,2008-10-15,170
1150,1150,SErdQ1VL5doC,Paul Kirk's Championship Barbecue,"The secret's in the sauce! Every backyard chef yearns to be known for that special brew that earns him or her a reputation as a barbecue pro. Paul Kirk's Championship Barbecue Sauces gives the outdoor cook a tasty head start. At its heart are over 50 sauces, from Granddad's Hotshot Sauce, Sweet Kansas City Sauce, and The Rib Doctor's Sauce to Smoky Peach Sauce and Berry Berry Sauce. Dozens of marinades get any food ready for the fire, and a bounty of rubs and mops will turn the most casual griller into a certified pitmaster. For extra pleasures once the food is served, there are zesty salsas and relishes, and even homemade mustards and ketchups. Each recipe points to the meats, fish, or vegetables it complements best. And, in several sections called ''Master Classes,'' readers learn how to concoct their own signature rubs and sauces out of the basic components: sugars, salts, acids, and spices.",['Paul Kirk'],['Cooking'],5.0,NOT_MATURE,2012-12-28,688
1151,1151,G16YDwAAQBAJ,"Complete Works of Aristotle, Volume 1","""Originally published in 12 volumes between 1912 and 1954, the Oxford Translation of Aristotle is universally recognized as the standard English version of Aristotle. It is a valuable contribution to studies of Aristotle and is regularly referred to by scholars of all nationalities. Now Princeton University Press makes available the complete works in two volumes. The volumes contain the substance of the original Translation, revised by Jonathan Barnes in the light of recent research. Three of the original versions - Categories, On Interpretation, and Posterior Analytics - have been replaced by more modern translations. A new and enlarged selection of Fragments has been added. A generous index provides indispensable aid to the scholar."" -- Publisher's description.",['Aristotle'],['Philosophy'],2.0,NOT_MATURE,1984-09-21,2487
1152,1152,UB74EoKvVfsC,Hamlet,"Offers explanatory notes on pages facing the text of the play, as well as an introduction to Shakespeare's language, life, and theater.",['William Shakespeare'],['Drama'],4.5,NOT_MATURE,2012-04-24,374
1153,1153,YBTfWmq812oC,Hamlet for Kids,"Retells in rhymed couplets Shakespeare's tragedy about the Danish prince's efforts to avenge his father's death, with illustrations by second graders.","['Lois Burdett', 'William Shakespeare']",['Juvenile Nonfiction'],5.0,NOT_MATURE,2000,64
1154,1154,CePVefwmN98C,What Happens in Hamlet,A scholarly examination of the plot and dramatic technique of Shakespeare's most controversial play,['J. Dover Wilson'],['Literary Criticism'],5.0,NOT_MATURE,1959,357
1155,1155,qDAEwyTq4ksC,The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged),"(Applause Books). The complete script to the critically acclaimed play. ""Shakespeare as written by Reader's Digest , acted by Monty Python, and performed at the speed of the minute waltz."" L.A. Herald","['Jess Borgeson', 'Adam Long', 'Daniel Singer']",['Drama'],4.0,NOT_MATURE,2000-02,137
1156,1156,4r1NDQAAQBAJ,The Complete Works of William Shakespeare,"""Collects all 37 plays, 154 sonnets, and 4 narrative poems""--Page 4 of cover.",['William Shakespeare'],['Drama'],5.0,NOT_MATURE,2014-10-10,1296
1157,1157,gn8emAEACAAJ,The Pilgrimage,"The Pilgrimage paved the way to Paulo Coehlo's international bestselling novel The Alchemist. In many ways, these two volumes are companions—to truly comprehend one, you must read the other. Step inside this captivating account of Paulo Coehlo's pilgrimage along the road to Santiago. This fascinating parable explores the need to find one's own path. In the end, we discover that the extraordinary is always found in the ordinary and simple ways of everyday people. Part adventure story, part guide to self-discovery, this compelling tale delivers the perfect combination of enchantment and insight.",['Paulo Coelho'],['Fiction'],3.5,NOT_MATURE,2008-09-02,288
1158,1158,Udp-zQEACAAJ,The Pilgrimage,"Paulo Coelho details his journey across Spain along the legendary road of San Tiago, which pilgrims have travelled since the Middle Ages. He encounters a Chaucerian variety of mysterious guides and devilish opponents and learns to understand the nature of truth through the simplicity of life.",['Paulo Coelho'],['Christian pilgrims and pilgrimages'],3.5,NOT_MATURE,1998,265
1159,1159,aqb8kr6uEE8C,The Valkyries,This is a modern-day adventure story featuring Paulo’s supernatural encounter with angels – who appear as warrior women and travel through the Mojave desert on their motorbikes.,['Paulo Coelho'],['Fiction'],2.5,NOT_MATURE,2011-04-28,256
1160,1160,W-tU4Z4cc4cC,Warrior of the Light,"Rise to Your Destiny Warrior of the Light is a timeless and inspirational companion to The Alchemist—an international bestseller that has beguiled millions of readers around the world. Every short passage invites us to live out our dreams, to embrace the uncertainty of life, and to rise to our own unique destiny. In his inimitable style, Paulo Coelho helps bring out the Warrior of the Light within each of us. He shows readers how to embark upon the way of the Warrior: the one who appreciates the miracle of being alive, the one who accepts failure, and the one whose quest leads to fulfillment and joy.",['Paulo Coelho'],['Fiction'],4.0,NOT_MATURE,2009-03-17,160
1161,1161,_UewAAAACAAJ,Manual of the Warrior of Light,"With inspiring short passages, Paulo Coelho invites readers to embark upon the way of the warrior: the one who appreciates the miracle of being alive, the one who accepts failure and the one whose quest leads him to become the person he wants to be.",['Paulo Coelho'],"['Philosophy, Portuguese']",3.5,NOT_MATURE,2006-05,320
1162,1162,friqPfQnXb4C,Warrior of the Light,"Warrior of the Light: A Manual is an inspirational companion to The Alchemist, an international bestseller that has beguiled millions of readers around the world. Every short passage invites us to live out our dreams, to embrace the uncertainty of life, and to rise to our own unique destiny In his inimitable style, Paulo Coelho helps bring out the Warrior of the Light within each of us. He also shows readers how to embark upon the way of the Warrior: the one who appreciates the miracle of being alive, the one who accepts failure, and the one whose quest leads him to become the person he wants to be. Paulo Coelho is one of the most beloved storytellers of our times. Now, in the long-awaited companion to his first novel, Coelho presents a collection of philosophical stories that will delight and guide seekers everywhere.",['Paulo Coelho'],['Fiction'],4.0,NOT_MATURE,2003-03-18,160
1163,1163,zh4GvgAACAAJ,The Zahir,"The narrator of The Zahir is a bestselling novelist who lives in Paris and enjoys all the privileges money and celebrity bring. His wife of ten years, Esther, is a war correspondent who has disappeared along with a friend, Mikhail, who may or may not be her lover. Was Esther kidnapped, murdered, or did she simply escape a marriage that left her unfulfilled? The narrator doesn't have any answers, but he has plenty of questions of his own. Then one day Mikhail finds the narrator and promises to reunite him with his wife. In his attempt to recapture a lost love, the narrator discovers something unexpected about himself.",['Paulo Coelho'],['Fiction'],4.0,NOT_MATURE,2006-07-03,336
1164,1164,IjRdUnAG3MgC,The Zahir,"The narrator of The Zahir is a bestselling novelist who lives in Paris and enjoys all the privileges money and celebrity bring. His wife of ten years, Esther, is a war correspondent who has disappeared along with a friend, Mikhail, who may or may not be her lover. Was Esther kidnapped, murdered, or did she simply escape a marriage that left her unfulfilled? The narrator doesn't have any answers, but he has plenty of questions of his own. Then one day Mikhail finds the narrator and promises to reunite him with his wife. In his attempt to recapture a lost love, the narrator discovers something unexpected about himself.",['Paulo Coelho'],['Fiction'],3.5,NOT_MATURE,2009-10-13,336
1165,1165,OkeSIvTpy3wC,The Zahir LP,"When his war correspondent wife goes missing with a friend who may be a lover, a celebrity novelist comes under suspicion until the friend reappears and invites him to undertake a spiritual journey to Kazakhstan.",['Paulo Coelho'],['Fiction'],4.0,NOT_MATURE,2007-01-23,408
1166,1166,6d_pYTgKLMAC,El Zahir SPA,"El narrador de El Zahir es un aclamado autor de renombre internacional que vive en Francia y disfruta de los privilegios que le otorgan su fama y su dinero. Esther, su esposa de hace diez años, es corresponsal de guerra y a pesar de su éxito profesional, y su relativa libertad de los confines tradicionales del matrimonio, se enfrenta a una crisis existencial que la atormenta silenciosamente. Un día, Esther desaparece con su amigo Mikhail -- quien podría o no ser su amante -- y, perplejas ante la ausencia de indicios, las autoridades deciden cuestionar al narrador. Todos se preguntan si Esther fue secuestrada o asesinada, o si fue que simplemente decidió abandonar un matrimonio que la dejaba insatisfecha. El narrador no tiene las respuestas pero poco a poco comienza a interrogarse sobre su propia existencia. Sin embargo un día, Mikhail, el hombre con quien Esther fue visto por última vez, encuentra al narrador y promete llevarlo a donde se encuentra su mujer. Se embarcan un viaje que los lleva del suntuoso glamour de Paris, a Kazakhstan, el lugar de origen de Mikhail. Y es en este misterioso lugar, marcado por una historia a la vez trágica y espiritualmente poderosa, que el narrador comienza a hacer sorprendentes descubrimientos sobre si mismo. Esta evocadora novela escrita por el aclamado autor de los bestsellers internacionales El Alquimista y Once Minutos es la fascinante historia de una obsesión por recuperar un amor perdido, y una búsqueda por comprender cómo se relaciona con la libertad, la realización personal, y la necesidad que cada cual tiene de alcanzar sus metas.",['Paulo Coelho'],['Fiction'],4.0,NOT_MATURE,2005-05-10,320
1167,1167,bHDkbOEI7BYC,By the River Piedra I Sat Down and Wept,"From Paulo Coelho, author of the international bestseller The Alchemist, comes a poignant, richly poetic story that reflects the depth of love and life. Rarely does adolescent love reach its full potential, but what happens when two young lovers reunite after eleven years? Time has transformed Pilar into a strong and independent woman, while her devoted childhood friend has grown into a handsome and charismatic spiritual leader. She has learned well how to bury her feelings . . . and he has turned to religion as a refuge from his raging inner conflicts. Now they are together once again, embarking on a journey fraught with difficulties, as long-buried demons of blame and resentment resurface after more than a decade. But in a small village in the French Pyrenees, by the waters of the River Piedra, a most special relationship will be reexamined in the dazzling light of some of life's biggest questions.",['Paulo Coelho'],['Fiction'],3.5,NOT_MATURE,2009-10-13,208
1168,1168,noV8swEACAAJ,By the River Piedra I Sat Down and Wept,"Pilar, an independent young woman, renews her relationship with a childhood friend who is now a maverick seminarian, and together they follow a spiritual path to true love.",['Paulo Coelho'],['Pyrenees'],3.0,NOT_MATURE,2000,180
1169,1169,HQ86DA-hN6MC,Fifth Mountain,"In the ninth century b.c., the Phoenician princess Jezebel orders the execution of all the prophets who refuse to worship the pagan god Baal. Commanded by an angel of God to flee Israel, Elijah seeks safety in the land of Zarephath, where he unexpectedly finds true love with a young widow. But this newfound rapture is to be cut short, and Elijah sees all of his hopes and dreams irrevocably erased as he is swept into a whirlwind of events that threatens his very existence. Written with the same masterful prose and clarity of vision that made The Alchemist an international phenomenon, The Fifth Mountain is a quietly moving account of a man touched by the hand of God who must triumph over his frustrations in a soul-shattering trial of faith.",['Paulo Coelho'],['Fiction'],3.5,NOT_MATURE,2009-10-13,288
1170,1170,atdJcAL3MBQC,The Pilgrimage,"Previously published as The Diary of a Magus, this book tells of Coelho's initiation into a spiritual path, leading to inner development and wisdom. He shares exercises in self-control and self-discovery, which he was taught on his pilgrimage along the ancient road to Santiago.","['Paulo Coelho', 'Alan R. Clarke']",['Fiction'],3.5,NOT_MATURE,1995-05-01,226
1171,1171,Hfz9GgAACAAJ,The Zahir,"Set in Paris and in the enchanting landscape of central Asia, this new novel by the author of the international bestsellers The Alchemist and Eleven Minutes follows the journey of a man obsessed with finding the wife who left him without an explanation. The narrator of The Zahir is a bestselling novelist who lives in Paris and enjoys all the privileges that money and celebrity bring. His wife of ten years, Esther, is a war correspondent who, despite her professional success and freedom from the conventional constraints of marriage, is facing an existential crisis. When she disappears along with a friend, Mikhail, who may or may not be her lover, the authorities question the narrator. Was Esther kidnapped, killed, or did she simply abandon a marriage that left her unfulfilled? The narrator doesn't have any answers but he has plenty of questions of his own. Then one day Mikhail, the man with whom Esther was last seen, finds the narrator and promises to take him to his wife. In his attempt to recapture a love lost, the narrator discovers something unexpected about himself.",['Paulo Coelho'],['Fiction'],3.0,NOT_MATURE,2005,298
1172,1172,ur6dtgEACAAJ,Hippie,"Drawing on the rich experience of his own life, best-selling author Paulo Coelho takes us back in time to re-live the dreams of a generation that longed for peace and dared to challenge the established social order. In Hippie, he tells the story of a young Brazilian man, Paulo, and Karla, a Dutch woman in her twenties, who share a journey of self-discovery aboard the Magic Bus, as it travels from Amsterdam to Kathmandu in 1970. In his most autobiographical novel to date, Paulo Coelho interweaves adventure, philosophy, and the true stories of his own life to give readers an essential book for our time. In Hippie, Paulo Coelho takes us back in time to re-live the dream of a generation that longed for peace and dared to challenge the established social order--authoritarian politics, conservative modes of behavior, excessive consumerism, and an unbalanced concentration of wealth and power. Following the ""three days of peace and music"" at Woodstock, the 1969 gathering in Bethel, New York that would change the world forever, hippie paradises began to emerge all around the world. In the Dam Square in Amsterdam, long-haired young people wearing vibrant clothes and burning incense could be found meditating, playing music, and discussing sexual liberation, the expansion of consciousness and the search for an inner truth. They were a generation refusing to live the robotic and unquestioning life that their parents had known. At this time, Paulo is a young, skinny Brazilian with a goatee and long, flowing hair who wants to become a writer. He sets off on a journey in search of freedom and a deeper meaning for his life: first, with a girlfriend, on the famous ""Death Train to Bolivia,"" then on to Peru and later hitchhiking through Chile and Argentina. His travels take him further, to the famous square in Amsterdam, where Paulo meets Karla. She convinces Paulo to join her on a trip to Nepal, aboard the Magic Bus that travels across Europe and Central Asia to Kathmandu. They embark on a journey in the company of fascinating fellow travelers, each of whom has a story to tell, and each of whom will undergo a transformation, changing their priorities and values, along the way. As they travel together, Paulo and Karla explore their own relationship, an awakening on every level that brings both of them to a choice and a decision that sets the course for their lives thereafter.",['Paulo Coelho'],['Fiction'],3.5,NOT_MATURE,2018-09-25,410
1173,1173,Mfh5cgAACAAJ,The Alchemist,Offers an adaptation in graphic novel format of a modern classic about the globe-trotting spiritual journey of a humble shepherd boy.,"['Paulo Coelho', 'Daniel Sampere']",['Comics & Graphic Novels'],4.0,NOT_MATURE,2010,208
1174,1174,u2-IuWjVqFwC,Veronika Decides to Die,"“A highly original, moving, and ultimately life-affirming book.” – Sunday Mirror (London) Twenty-four-year-old Veronika seems to have everything – youth and beauty, boyfriends and a loving family, a fulfilling job. But something is missing in her life. So, one cold November morning. She takes a handful of sleeping pills expecting to never wake up. But she does—at a mental hospital where she is told that she has only days to live. Inspired by events in Coelho’s own life, Veronika Decides to Die questions the meaning of madness and celebrates individuals who do not fit into patterns society considers to be normal. Bold and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity.",['Paulo Coelho'],['Fiction'],4.0,NOT_MATURE,2009-03-17,240
1175,1175,C-J-SQAACAAJ,Veronika decides to die,"Veronika has everything she could wish for - but is not happy. One morning she decides to die and she takes an overdose, only to wake up in hospital where she realises she has only days to live. The story follows Veronika through these intense days.",['Paulo Coelho'],['Mental illness'],3.5,NOT_MATURE,2000,191
1176,1176,eeswswEACAAJ,Veronika Decides to Die by Paulo Coelho,"Twenty-four-year-old Veronika seems to have everything she could wish for -- youth and beauty, attractive boyfriends, a fulfilling job, and a loving family. Yet inside her is a void so deep that nothing could fill it, so Veronika decides to die. She takes a handful of sleeping pills expecting never to wake up. But she does wake up, at a local mental hospital, with a heart so damaged that she has only days to live. The story follows Veronika through the intense week of self-discovery that ensues. In the heightened state of life's final moments, Veronika discovers things she has never really allowed herself to feel before.",['Paulo Coelho'],['Fiction'],3.5,NOT_MATURE,2001,249
1177,1177,F5MsJ2SXtVwC,Veronika Decides to Die,"A novel from internationally acclaimed author Paulo Coelho – a dramatic story of love, life and death that shows us all why every second of our existence is a choice we all make between living and dying.",['Paulo Coelho'],['Fiction'],3.5,NOT_MATURE,2011-04-28,208
1181,1181,48M9DwAAQBAJ,Shakespeare's Hamlet,"Does philosophy gain or lose when it is embedded within literature or embodied by drama? Does literary criticism gain or lose when it turns to literary works as occasions for abstract reflection? Leading literary scholars and philosophers interrogate philosophical dimensions of Shakespeare's Hamlet with these urgent questions in view. Scholars probe Hamlet's own insights, assess the significance of philosophy's literary-dramatic framing by this play, and trace the philosophically-relevant underpinnings revealed by historical transformations in Hamlet's reception. They focus on the play's thematizations of subjectivity, knowledge, sex, grief, self-theatricalization. Examining Shakespeare's play from a philosophical standpoint sharpens the questions the play itself so famously poses: What counts as a proper response to injustice upon realizing that whatever one does, there can be no undoing of the initial wrong? What do our commitments to the dead amount to? How to persist in infusing significance into action while grasping the degradation of death and our own replaceability? Scholars at the forefront of their fields tackle these and other questions from a wide range of viewpoints, illuminating the central concerns of one of Shakespeare's masterpieces.",['Tzachi Zamir'],['Literary Criticism'],5.0,NOT_MATURE,2018-01-02,296
1182,1182,k1fDDwAAQBAJ,“Who’s There?” in Shakespeare's Hamlet,"The question of HAMLET -- one of the most renowned plays by probably the greatest playwright of all time, William Shakespeare (1564 – 1616) -- is not “To be, or not to be.” Although perhaps the most famous of all questions ever asked in dramatic literature (and whose meaning theatergoers and scholars have long debated), the answer to the question “to be, or not to be” is by no means certain (even when we ourselves feel quite positive that we know what the question is actually asking).",['Robert Eidelberg'],['Education'],5.0,NOT_MATURE,2019-12-02,262
1183,1183,HB-30Cr_8F0C,Hamlet's Mill,A seminal work of scientific and philosophical exploration. It argues that our myths are remnants of an ancient astronomy suppressed by the Greeks and Romans and later forgotten. On the way it challenges basic assumptions of Western science and our theories of how ancient knowledge was passed along.,"['Giorgio De Santillana', 'Hertha von Dechend']",['Philosophy'],3.0,NOT_MATURE,1969,505
1184,1184,k3bgDG0hYSEC,History of the Peloponnesian War,A translation of Thucydide's history of the wars between Athens and Sparta is critically introduced,"['Thucydides', 'Tucídides']",['History'],5.0,NOT_MATURE,1972,648
1186,1186,_XwJAQAAIAAJ,History of the Peloponnesian War,"Details the struggle between Athens and Sparta. Conflicts between the two empires over shipping, trade, and colonial expansion ended in 431 B.C. in Northern Greece as the Greek world plunged into 27 years of war.","['Thucydides', 'Richard Crawley']",['Greece'],5.0,NOT_MATURE,1914,614
1187,1187,GP2Z7fIYJTwC,The Peloponnesian War,"Presents an English translation of the Greek text which provides an account of the people and events involved in the long, fifth-century conflict between Athens and Sparta, and includes notes, a glossary, and other resources.","['Thucydides', 'Steven Lattimore']",['History'],5.0,NOT_MATURE,1998-03-13,530
1188,1188,Yh8GNMzIKfMC,The Peloponnesian War,"The Stalingrad of the ancient world, this is an immensely readable, brilliant, brutal and vivid history of the greatest and bloodiest war of ancient Greece.",['Donald Kagan'],['Greece'],4.5,NOT_MATURE,2005,511
1189,1189,Vo1PEAAAQBAJ,The Peloponnesian War,"For three decades in the fifth century b.c. the ancient world was torn apart bya conflict that was as dramatic, divisive, and destructive as the world wars of the twentieth century: the Peloponnesian War. Donald Kagan, one of the world’s most respected classical, political, and military historians, here presents a new account of this vicious war of Greek against Greek, Athenian against Spartan. The Peloponnesian War is a magisterial work of history written for general readers, offering a fresh examination of a pivotal moment in Western civilization. With a lively, readable narrative that conveys a richly detailed portrait of a vanished world while honoring its timeless relevance, The Peloponnesian War is a chronicle of the rise and fall of a great empire and of a dark time whose lessons still resonate today.",['Donald Kagan'],['History'],4.5,NOT_MATURE,2004-04-27,544
1190,1190,DJxZAAAAYAAJ,History of the Peloponnesian War,"Thucydides of Athens, one of the greatest of historians, was born about 471 BCE. He saw the rise of Athens to greatness under the inspired leadership of Pericles. In 430, the second year of the Peloponnesian War, he caught and survived the horrible plague which he described so graphically. Later, as general in 423 he failed to save Amphipolis from the enemy and was disgraced. He tells about this, not in volumes of self-justification, but in one sentence of his history of the war—that it befell him to be an exile for twenty years. He then lived probably on his property in Thrace, but was able to observe both sides in certain campaigns of the war, and returned to Athens after her defeat in 404. He had been composing his famous history, with its hopes and horrors, triumphs and disasters, in full detail from first-hand knowledge of his own and others. The war was really three conflicts with one uncertain peace after the first; and Thucydides had not unified them into one account when death came sometime before 396. His history of the first conflict, 431–421, was nearly complete; Thucydides was still at work on this when the war spread to Sicily and into a conflict (415–413) likewise complete in his awful and brilliant record, though not fitted into the whole. His story of the final conflict of 413–404 breaks off (in the middle of a sentence) when dealing with the year 411. So his work was left unfinished and as a whole unrevised. Yet in brilliance of description and depth of insight this history has no superior. The Loeb Classical Library edition of Thucydides is in four volumes.",['Thucydides'],['Literary Criticism'],5.0,NOT_MATURE,1959,400
1191,1191,509idQ4icxIC,Realism and International Relations,1. The realist tradition,['Jack Donnelly'],['Political Science'],5.0,NOT_MATURE,2000-06,231
1192,1192,zJ6LDwAAQBAJ,"Syracuse, City of Legends","Dubbed 'the greatest Greek city and the most beautiful of them all' by Cicero, Syracuse also boasts the richest history of anywhere in Sicily. Syracuse, City of Legends - the first modern historical guide to the city - explores Syracuse's place within the island and the wider Mediterranean and reveals why it continues to captivate visitors today, more than two and a half millennia after its foundation. For more than 1600 years, from its settlement by Greeks in 733 BC, Syracuse was the leading city in Sicily and at times one of the most powerful in the world. As a Greek city-state it competed with Athens and Carthage and was for a while an important ally of Rome. When Sicily became Rome's first province, Syracuse was the island's capital and was an important centre for early Christianity. Under Byzantine rule, the Emperor Constans II even moved his court to Syracuse for five years. Capture by the Arabs in 878 AD marked the end of ancient Syracuse but the city continued to evolve and during the Spanish era Caravaggio created one of his masterpieces, The Burial of Santa Lucia, in the city. After a devastating earthquake in 1693, a major rebuilding programme gave the city the characteristic Baroque appearance it retains today. Over its long and colourful life, Syracuse has been home to many creative figures, including Archimedes, the greatest mathematician of the ancient world, as well as host to Plato, Scipio Africanus, conqueror of Hannibal, and Caravaggio, who have all contributed to the rich history and atmosphere of this beguiling and distinctive Sicilian city. Generously illustrated, Syracuse, City of Legends also offers detailed descriptions of the principal monuments from each period in the city's life, explaining their physical location as well as their historical context. This vivid and engaging history weaves together the history, architecture and archaeology of Syracuse and will be an invaluable companion for anyone visiting the city as well as a compelling introduction to its ancient and modern history.",['Jeremy Dummett'],['Travel'],4.0,NOT_MATURE,2010-03-30,272
1193,1193,cBMJVRBvlKoC,Euripides I,"Euripides I contains the plays “Alcestis,” translated by Richmond Lattimore; “Medea,” translated by Oliver Taplin; “The Children of Heracles,” translated by Mark Griffith; and “Hippolytus,” translated by David Grene. Sixty years ago, the University of Chicago Press undertook a momentous project: a new translation of the Greek tragedies that would be the ultimate resource for teachers, students, and readers. They succeeded. Under the expert management of eminent classicists David Grene and Richmond Lattimore, those translations combined accuracy, poetic immediacy, and clarity of presentation to render the surviving masterpieces of Aeschylus, Sophocles, and Euripides in an English so lively and compelling that they remain the standard translations. Today, Chicago is taking pains to ensure that our Greek tragedies remain the leading English-language versions throughout the twenty-first century. In this highly anticipated third edition, Mark Griffith and Glenn W. Most have carefully updated the translations to bring them even closer to the ancient Greek while retaining the vibrancy for which our English versions are famous. This edition also includes brand-new translations of Euripides’ Medea, The Children of Heracles, Andromache, and Iphigenia among the Taurians, fragments of lost plays by Aeschylus, and the surviving portion of Sophocles’s satyr-drama The Trackers. New introductions for each play offer essential information about its first production, plot, and reception in antiquity and beyond. In addition, each volume includes an introduction to the life and work of its tragedian, as well as notes addressing textual uncertainties and a glossary of names and places mentioned in the plays. In addition to the new content, the volumes have been reorganized both within and between volumes to reflect the most up-to-date scholarship on the order in which the plays were originally written. The result is a set of handsome paperbacks destined to introduce new generations of readers to these foundational works of Western drama, art, and life.",['Euripides'],['Literary Collections'],5.0,NOT_MATURE,2013-04-19,240
1194,1194,wjRyAAAAIAAJ,Euripides: Rhesus. The suppliant women. Orestes. Iphigenia in Aulis,"Each of the sixteen tragedies is preceded by notes on plot, theme, and characters",['Euripides'],['Drama'],5.0,NOT_MATURE,1958,307
1195,1195,H1xQAAAAMAAJ,Grief Lessons,"For much of Euripides life, the world was at war. The anguish and rage that resulted from a world given over to violence provoked the poet and playwright to create stunning tragedies, whose grief reverberates as accurately today as it did when democratic Athens succumbed to the Peloponnesian Wars. Following an acclaimed translation of Sappho's poems and fragments, If Not, Winter, the acclaimed poet and classicist Anne Carson now turns to the plays of Euripides, chronologically the latest and certainly the most troubled of the major Greek tragedians. One of the most versatile, accomplished, fertile, and plain astonishing writers of our day, Carson is a poet with the acumen of an essayist; and essayist with the lyric gift of a poet; a scholar who is as daring as she is erudite. Euripides, Carson says, is the most unpleasant of the tragedians, which is to say the most tragic, and her bold new translation of his chronicles of superstition and despair offers a new view of his discordant and unsparing art. The four plays included here are Alkestis, Hekuba, Herakles Mad, and Hippolitos. The book includes a general introduction by Carson, along with introductions to each of the plays, and a final ""Address to Euripides.""",['Euripides'],['Drama'],3.5,NOT_MATURE,2006,312
1196,1196,9DazOvYlir0C,Medea and Other Plays,"Alcestis/Medea/The Children of Heracles/Hippolytus 'One of the best prose translations of Euripides I have seen' Robert Fagles This selection of plays shows Euripides transforming the titanic figures of Greek myths into recognizable, fallible human beings. Medea, in which a spurned woman takes revenge upon her lover by killing her children, is one of the most shocking of all the Greek tragedies. Medea is a towering figure who demonstrates Euripides' unusual willingness to give voice to a woman's case. Alcestis is based on a magical myth in which Death is overcome, and The Children of Heracles examines conflict between might and right, while Hippolytus deals with self-destructive integrity. Translated by JOHN DAVIE",['Euripides'],['Drama'],4.0,NOT_MATURE,2003-03-27,256
1197,1197,XIcOBAAAQBAJ,Medea,"I choose to take back my life. My life. Medea is a wife and a mother. For the sake of her husband, Jason, she's left her home and borne two sons in exile. But when he abandons his family for a new life, Medea faces banishment and separation from her children. Cornered, she begs for one day's grace. It's time enough. She exacts an appalling revenge and destroys everything she holds dear. Ben Power's version of Euripides' tragedy Medea premiered at the National Theatre, London, in July 2014.",['Euripides'],['Drama'],4.0,NOT_MATURE,2014-08-14,96
1198,1198,3GSsvAEACAAJ,Medea (Adansonia Greek Plays),"This edition of the Greek classic play Medea by Euripides is translated by well-regarded scholar of classics Gilbert Murray, who offers the reader a vivid yet accurate interpretation of the play. Medea is imperiled as her husband plans to leave her for another woman. Angry at having been abandoned for a Corinthian princess, Medea enacts vengeance befitting her status as a barbarian queen: she slays her former husband's new wife and their children, before absconding to Athens where she begins a new life. Ever since its publication over 2,400 years ago, Medea has been considered a shocking work of fiction, primarily for its violent and malevolent scenes. Despite these horrific events, it was Euripides portrayal of Medea as a sympathetic antihero frustrated by a world of male dominance which won over audiences. Owing to this nuanced depiction, Medea the play and Medea the character has become well-regarded by feminists. It remains the most popular and performed drama by Euripides in the modern day.",['Euripides'],['Fiction'],4.0,NOT_MATURE,2018-08-26,76
1199,1199,N9ndvSYEvJcC,The Bacchae and Other Plays,"The plays of Euripides have stimulated audiences since the fifth century BC. This volume, containing Phoenician Women, Bacchae, Iphigenia at Aulis, Orestes, and Rhesus completes the new editions of Euripides in Penguin Classics. Features a general introduction, individual prefaces to each play, chronology, notes, bibliography, and glossary",['Euripides'],['Drama'],4.5,NOT_MATURE,1954-10-30,256
1200,1200,OEyCBAAAQBAJ,The Women of Troy,"An industrial port of a war-torn city. Women survivors wait to be shipped abroad. Officials come and go. A grandmother, once Queen, watches as her remaining family are taken from her one by one. The city burns around them. Euripides' great anti-war tragedy is published in Don Taylor's translation to coincide with the National Theatre's production directed by Katie Mitchell in the Lyttelton auditorium. This edition of the play features an introduction by the translator setting the play in its historical and dramaturgical context.","['Euripides,']",['Drama'],4.0,NOT_MATURE,2014-10-07,80
