,Unnamed: 0,id,title,desc,authors,categories,averageRating,maturityRating,publishedDate,pageCount
54,54,5DNF7gngKT0C,The Lost Continent,"‘I come from Des Moines. Somebody had to’ And, as soon as Bill Bryson was old enough, he left. Des Moines couldn’t hold him, but it did lure him back. After ten years in England, he returned to the land of his youth, and drove almost 14,000 miles in search of a mythical small town called Amalgam, the kind of trim and sunny place where the films of his youth were set. Instead, his search led him to Anywhere, USA; a lookalike strip of gas stations, motels and hamburger outlets populated by lookalike people with a penchant for synthetic fibres. He discovered a continent that was doubly lost; lost to itself because blighted by greed, pollution, mobile homes and television; lost to him because he had become a stranger in his own land. Bryson’s acclaimed first success, The Lost Continent is a classic of travel literature – hilariously, stomach-achingly, funny, yet tinged with heartache – and the book that first staked Bill Bryson’s claim as the most beloved writer of his generation.",['Bill Bryson'],['Travel'],3.0,NOT_MATURE,2010-03-02,384
55,55,2Uk-UnvvUEcC,The Lost Continent,"When a native of Iowa returns from England to wander across America's heartland in search of the perfect small town, the result is a string of hilarious anecdotes and biting social commentary",['Bill Bryson'],['Travel'],3.0,NOT_MATURE,1989,314
60,60,8opQCQLqsnAC,"Neither Here, Nor There","Bill Bryson’s first travel book, The Lost Continent, was unanimously acclaimed as one of the funniest books in years. In Neither Here nor There he brings his unique brand of humour to bear on Europe as he shoulders his backpack, keeps a tight hold on his wallet, and journeys from Hammerfest, the northernmost town on the continent, to Istanbul on the cusp of Asia. Fluent in, oh, at least one language, he retraces his travels as a student twenty years before. Whether braving the homicidal motorists of Paris, being robbed by gypsies in Florence, attempting not to order tripe and eyeballs in a German restaurant or window-shopping in the sex shops of the Reeperbahn, Bryson takes in the sights, dissects the culture and illuminates each place and person with his hilariously caustic observations. He even goes to Liechtenstein.",['Bill Bryson'],['Humor'],3.0,NOT_MATURE,2010-03-02,320
61,61,n_ciIcmsUN0C,The Lost Continent,"""Here in one volume are two comic masterpieces by Bill Bryson ; - The Lost Continent is the story of Bryson's return to the land of his youth; - Neither Here nor There Bryson is in Europe, travelling the breadth of the continent.""--Publisher. description.",['Bill Bryson'],['Travel'],5.0,NOT_MATURE,1992,498
62,62,PGNpPwAACAAJ,Neither Here Nor There,"Bryson brings his unique brand of humour to travel writing as he shoulders his backpack, keeps a tight hold on his wallet and heads for Europe. Travelling with Stephen Katz--also his wonderful sidekick in ""A Walk in the Woods--he wanders from Hammerfest in the far north, to Istanbul on the cusp of Asia. As he makes his way round this incredibly varied continent, he retraces his travels as a student twenty years before with caustic hilarity. ""From the Trade Paperback edition.",['Bill Bryson'],['Europe'],3.0,NOT_MATURE,1997-03-21,232
66,66,Ba02tF_3FRQC,Notes From A Small Island,"In 1995, before leaving his much-loved home in North Yorkshire to move back to the States for a few years with his family, Bill Bryson insisted on taking one last trip around Britain, a sort of valedictory tour of the green and kindly island that had so long been his home. His aim was to take stock of the nation's public face and private parts (as it were), and to analyse what precisely it was he loved so much about a country that had produced Marmite; a military hero whose dying wish was to be kissed by a fellow named Hardy; place names like Farleigh Wallop, Titsey and Shellow Bowells; people who said 'Mustn't grumble', and ‘Ooh lovely’ at the sight of a cup of tea and a plate of biscuits; and Gardeners' Question Time. Notes from a Small Island was a huge number-one bestseller when it was first published, and has become the nation's most loved book about Britain, going on to sell over two million copies.",['Bill Bryson'],['Travel'],3.5,NOT_MATURE,2010-03-02,384
68,68,a3RnAAAAMAAJ,Notes from a Small Island,"After nearly two decades in Britain, Bill Bryson took the decision to move back to the States for a few years, to let his kids experience life in another country, to give his wife the chance to shop until 10 p.m. seven nights a week, and, most of all, because he had read that 3.7 million Americans believed that they had been abducted by aliens at one time or another, and it was thus clear to him that his people needed him. But before leaving his much-loved home in North Yorkshire, Bryson insisted on taking one last trip around Britain, a sort of valedictory tour of the green and kindly island that had so long been his home. His aim was to take stock of the nation's public face and private parts (as it were), and to analyse what precisely it was he loved so much about a country that had produced Marmite, a military hero whose dying wish was to be kissed by a fellow named Hardy, place names like Farleigh Wallop, Titsey and Shellow Bowells, people who said 'Mustn't grumble', and Gardeners' Question Time.",['Bill Bryson'],['England'],3.0,NOT_MATURE,1995,282
69,69,S4Daxsb2SIoC,Notes from an Even Smaller Island,"Knowing nothing of Singapore, Neil Humphreys arrives in the land of 'air-conned' shopping centres and Lee Kuan Yew. From the aunties in the hawker centres to expats dressed as bananas, from Singlish to kiasuism, and from Singaporeans abroad, Humphreys explores all aspects of Singaporean life, taking in the sights, dissecting the culture and illuminating each place and person with this perceptive and witty observations. Written b someone who is at once both insider and outside, the book is a wonderfully funny and disarmingly honest portrait of Singapore and its people.",['Neil Humphreys'],['Singapore'],5.0,NOT_MATURE,2004,232
71,71,YKhmPgAACAAJ,Mother Tongue,"The author of the acclaimed The Lost Continent now steers us through the quirks and byways of the English language. We learn why island, freight, and colonel are spelled in such unphonetic ways, why four has a u in it but forty doesn't, plus bizarre and enlightening facts about some of the patriarchs of this peculiar language.",['Bill Bryson'],['English language'],4.0,NOT_MATURE,2009,269
72,72,0AV4BgAAQBAJ,The Mother Tongue,"With dazzling wit and astonishing insight, Bill Bryson—the acclaimed author of The Lost Continent—brilliantly explores the remarkable history, eccentricities, resilience and sheer fun of the English language. From the first descent of the larynx into the throat (why you can talk but your dog can't), to the fine lost art of swearing, Bryson tells the fascinating, often uproarious story of an inadequate, second-rate tongue of peasants that developed into one of the world's largest growth industries.",['Bill Bryson'],['Language Arts & Disciplines'],3.0,NOT_MATURE,2015-06-02,320
73,73,rW9cLwEACAAJ,The Hobbit / The Lord of the Rings,"Presents a box set including the complete ""Lord of the Rings"" trilogy, as well as its prequel, ""The Hobbit.""",['John Ronald Reuel Tolkien'],['Fiction'],4.0,NOT_MATURE,2012-09-25,1728
74,74,8geXpwAACAAJ,The Hobbit / The Lord of the Rings,"Presents a box set including the complete ""Lord of the Rings"" trilogy, as well as its prequel, ""The Hobbit.""",['J. R. R. Tolkien'],['Fiction'],4.0,NOT_MATURE,2012-09-18,1504
75,75,_b12ngEACAAJ,The Hobbit and the Lord of the Rings,"Immerse yourself in Middle-earth with Tolkien's classic masterpieces behind the films, telling the complete story of Bilbo Baggins and the Hobbits' epic encounters with Gandalf, Gollum, dragons and monsters, in the quest to destroy the One Ring.",['J. R. R. Tolkien'],['Fiction'],4.5,NOT_MATURE,2014-11-20,2064
76,76,PEg9AAAACAAJ,The Lord of the Rings,"Beginning on December 19, New Line Cinema will present a grand trilogy of live-action feature films: The Fellowship of the Ring, The Two Towers, & The Return of the King. The three separately released installments of J.R.R. Tolkien's The Lord of the Rings will mark the return of ""cliffhanger cinema"" for the first time since the serial adventures of decades past. Tolkien's mythic vision will come to life through the cutting-edge cinema technology & artistry of director Peter Jackson. Houghton Mifflin, publisher of the epic masterworks of J.R.R. Tolkien for more than sixty years, is proud to offer new movie tie-in volumes, each available separately & in boxed sets. Paperback & hardcover editions & boxed sets will have different cover art.",['John Ronald Reuel Tolkien'],['Fiction'],4.5,NOT_MATURE,2001-09,1170
